project_id,project_name,district,project_type,total_acres,land_acquired_pct,approval_days_pending,compensation_disbursed_pct,legal_cases_count,ownership_disputes,rnp_progress_pct,possession_pct,affected_families,doc_deficiency_score,historical_district_delay_avg,delay_label,actual_delay_days,intervention_taken,intervention_date
2839,Mumbai Metro Project #2839,Mumbai,Metro,370.8,36.7,68,31.5,11,9,11.3,75.0,80,0.227,148.2,1,41,,
2840,Aurangabad Railway Project #2840,Aurangabad,Railway,819.2,23.7,107,66.7,3,0,66.2,30.4,513,0.85,125.8,0,13,,
2841,Mumbai Railway Project #2841,Mumbai,Railway,710.9,22.4,32,82.6,4,0,91.7,84.6,224,0.428,154.8,0,3,,
2842,Nashik Metro Project #2842,Nashik,Metro,777.5,21.9,18,97.0,5,4,19.3,59.8,126,0.612,66.1,0,12,,
2843,Nagpur Metro Project #2843,Nagpur,Metro,469.1,20.3,106,50.9,10,4,96.3,98.9,109,0.614,113.7,0,10,,
2844,Mumbai Irrigation Project #2844,Mumbai,Irrigation,730.7,31.6,110,80.8,6,0,97.1,28.9,609,0.607,152.8,0,10,,
2845,Pune Irrigation Project #2845,Pune,Irrigation,417.2,37.6,120,92.5,5,4,93.7,75.1,674,0.559,101.7,0,7,,
2846,Mumbai Highway Project #2846,Mumbai,Highway,250.7,96.5,15,71.5,6,6,51.6,59.3,304,0.823,151.4,0,6,,
2847,Aurangabad Railway Project #2847,Aurangabad,Railway,651.0,62.1,98,31.8,8,4,44.5,93.9,186,0.813,108.7,1,118,,
2848,Nashik Metro Project #2848,Nashik,Metro,977.2,98.9,10,64.7,3,8,73.5,33.9,141,0.417,63.0,0,4,,
2849,Nashik Irrigation Project #2849,Nashik,Irrigation,345.1,43.5,74,97.3,9,3,38.7,15.3,643,0.636,73.7,0,10,,
2850,Mumbai Metro Project #2850,Mumbai,Metro,487.9,51.2,73,98.9,0,12,16.2,58.9,732,0.103,153.2,0,4,,
2851,Nagpur Irrigation Project #2851,Nagpur,Irrigation,690.3,39.2,97,67.8,8,8,91.1,56.9,589,0.091,112.8,0,4,,
2852,Pune Highway Project #2852,Pune,Highway,564.4,26.5,115,89.8,6,15,67.1,38.1,66,0.48,100.3,0,8,,
2853,Nashik Highway Project #2853,Nashik,Highway,851.3,22.9,68,28.0,3,11,28.6,98.8,22,0.9,87.1,1,27,,
2854,Aurangabad Metro Project #2854,Aurangabad,Metro,773.7,95.1,86,32.1,9,7,11.7,16.3,202,0.65,110.5,1,40,,
2855,Aurangabad Highway Project #2855,Aurangabad,Highway,105.4,98.8,54,95.8,7,13,75.1,61.3,584,0.669,113.0,0,9,,
2856,Nagpur Metro Project #2856,Nagpur,Metro,998.5,14.0,24,22.2,11,12,86.8,33.4,519,0.158,109.0,1,104,,
2857,Nashik Irrigation Project #2857,Nashik,Irrigation,764.8,23.5,92,27.2,6,0,46.5,10.2,162,0.453,77.4,1,70,,
2858,Mumbai Railway Project #2858,Mumbai,Railway,870.7,48.1,103,47.8,11,12,17.3,98.9,32,0.401,154.6,1,99,,
2859,Aurangabad Highway Project #2859,Aurangabad,Highway,668.6,26.8,76,63.1,1,3,68.4,53.3,39,0.783,106.7,0,10,,
2860,Nagpur Irrigation Project #2860,Nagpur,Irrigation,863.5,42.7,110,64.3,0,6,36.7,87.1,378,0.138,112.6,0,10,,
2861,Nashik Railway Project #2861,Nashik,Railway,156.8,21.6,95,36.3,8,0,23.0,85.6,710,0.539,88.5,1,144,,
2862,Nashik Railway Project #2862,Nashik,Railway,380.4,51.1,33,92.9,6,11,55.9,83.1,400,0.911,73.8,0,9,,
2863,Nashik Railway Project #2863,Nashik,Railway,882.6,34.5,11,92.4,9,7,53.4,51.3,319,0.892,60.8,0,8,,
2864,Nashik Irrigation Project #2864,Nashik,Irrigation,241.6,41.7,87,45.3,0,15,56.5,90.6,630,0.852,78.6,0,4,,
2865,Nashik Irrigation Project #2865,Nashik,Irrigation,124.3,18.5,103,49.1,12,13,84.2,43.1,410,0.375,72.3,1,36,,
2866,Aurangabad Metro Project #2866,Aurangabad,Metro,798.7,48.5,20,73.2,3,15,53.6,46.8,362,0.941,110.6,1,109,,
2867,Nagpur Railway Project #2867,Nagpur,Railway,843.7,98.5,28,69.7,4,10,91.0,33.0,581,0.805,129.8,0,10,,
2868,Nashik Railway Project #2868,Nashik,Railway,204.5,39.6,50,44.4,4,1,85.8,50.3,75,0.851,43.9,1,76,,
2869,Pune Railway Project #2869,Pune,Railway,861.6,88.9,120,47.3,4,7,68.6,98.8,175,0.932,71.9,1,83,,
2870,Pune Metro Project #2870,Pune,Metro,702.4,85.9,22,41.3,10,14,15.1,61.6,501,0.937,103.8,1,100,,
2871,Nagpur Railway Project #2871,Nagpur,Railway,544.1,95.7,32,31.2,2,10,87.8,84.8,662,0.24,118.7,0,12,,
2872,Mumbai Irrigation Project #2872,Mumbai,Irrigation,838.7,81.1,7,51.2,4,12,91.5,33.7,573,0.128,145.7,0,2,,
2873,Mumbai Railway Project #2873,Mumbai,Railway,448.3,69.4,41,71.8,3,3,43.8,96.0,189,0.691,136.6,0,7,,
2874,Mumbai Highway Project #2874,Mumbai,Highway,234.3,87.1,76,76.8,4,7,57.4,11.2,553,0.563,151.9,0,6,,
2875,Pune Irrigation Project #2875,Pune,Irrigation,320.6,16.8,68,80.1,6,0,35.3,93.7,735,0.327,93.2,0,3,,
2876,Mumbai Metro Project #2876,Mumbai,Metro,529.9,51.7,117,43.7,4,14,11.3,90.8,786,0.684,164.4,1,107,,
2877,Aurangabad Railway Project #2877,Aurangabad,Railway,554.8,99.0,40,78.8,7,11,53.2,16.1,26,0.062,113.7,0,8,,
2878,Nashik Highway Project #2878,Nashik,Highway,815.3,79.3,73,10.6,7,4,21.6,64.4,135,0.047,67.0,1,175,,
2879,Pune Metro Project #2879,Pune,Metro,801.8,96.6,62,52.9,2,8,26.5,80.7,91,0.354,94.1,0,6,,
2880,Nagpur Metro Project #2880,Nagpur,Metro,602.3,80.2,13,81.5,4,6,53.3,46.3,49,0.194,131.1,0,7,,
2881,Nagpur Irrigation Project #2881,Nagpur,Irrigation,791.7,88.7,87,66.7,11,2,88.0,18.3,625,0.719,128.9,0,10,,
2882,Nashik Metro Project #2882,Nashik,Metro,232.2,73.6,61,52.7,3,15,86.0,84.6,228,0.948,76.2,0,7,,
2883,Pune Metro Project #2883,Pune,Metro,97.6,78.4,74,68.0,4,3,96.9,52.0,191,0.662,92.7,0,2,,
2884,Mumbai Metro Project #2884,Mumbai,Metro,880.0,57.1,45,91.6,7,9,53.4,33.7,447,0.655,144.2,0,6,,
2885,Mumbai Metro Project #2885,Mumbai,Metro,121.8,93.2,66,61.0,3,6,59.7,16.4,677,0.007,139.7,0,7,,
2886,Aurangabad Railway Project #2886,Aurangabad,Railway,284.4,84.3,92,82.0,4,13,84.0,67.6,699,0.512,98.1,0,2,,
2887,Aurangabad Railway Project #2887,Aurangabad,Railway,710.6,85.9,52,98.3,6,5,73.0,13.8,539,0.817,113.9,0,8,,
2888,Mumbai Railway Project #2888,Mumbai,Railway,439.0,70.6,111,73.5,2,12,26.5,81.2,662,0.654,155.0,0,12,,
2889,Nagpur Railway Project #2889,Nagpur,Railway,882.5,37.4,51,61.6,12,12,45.8,79.4,170,0.228,130.9,0,9,,
2890,Nagpur Highway Project #2890,Nagpur,Highway,333.1,13.2,93,13.4,5,3,93.6,39.1,735,0.848,125.6,1,68,,
2891,Aurangabad Railway Project #2891,Aurangabad,Railway,61.3,94.2,112,43.7,8,2,23.2,52.5,743,0.964,120.5,1,145,,
2892,Nashik Metro Project #2892,Nashik,Metro,335.6,62.8,100,60.9,10,10,28.8,70.2,783,0.279,68.7,0,9,,
2893,Mumbai Railway Project #2893,Mumbai,Railway,599.2,36.8,6,81.7,3,1,46.1,96.3,566,0.207,157.7,0,14,,
2894,Aurangabad Railway Project #2894,Aurangabad,Railway,407.1,23.4,80,49.4,3,9,94.6,56.8,196,0.339,100.0,1,43,,
2895,Aurangabad Irrigation Project #2895,Aurangabad,Irrigation,558.1,84.7,83,96.4,5,11,20.2,99.7,363,0.063,109.4,0,7,,
2896,Mumbai Metro Project #2896,Mumbai,Metro,882.8,85.3,53,34.5,5,8,70.6,39.3,384,0.873,131.7,1,87,,
2897,Mumbai Railway Project #2897,Mumbai,Railway,916.9,83.3,10,77.0,2,2,21.9,57.4,476,0.929,150.3,0,7,,
2898,Nagpur Railway Project #2898,Nagpur,Railway,302.7,68.1,107,47.7,0,14,57.2,20.4,250,0.633,132.2,1,164,,
2899,Nashik Railway Project #2899,Nashik,Railway,489.0,42.9,24,53.7,2,6,58.3,60.1,746,0.764,70.7,0,6,,
2900,Nashik Highway Project #2900,Nashik,Highway,571.7,37.4,58,82.2,7,14,13.8,58.3,343,0.669,77.2,1,59,,
2901,Mumbai Railway Project #2901,Mumbai,Railway,951.7,10.8,87,36.7,7,0,95.9,86.4,57,0.377,152.7,1,95,,
2902,Pune Irrigation Project #2902,Pune,Irrigation,998.7,85.0,65,18.7,5,7,82.6,99.7,120,0.632,84.3,1,44,,
2903,Aurangabad Metro Project #2903,Aurangabad,Metro,273.6,17.9,26,56.8,6,15,37.3,98.8,604,0.836,108.1,0,12,,
2904,Aurangabad Metro Project #2904,Aurangabad,Metro,740.6,66.8,82,57.6,1,0,21.8,31.3,113,0.81,121.8,0,10,,
2905,Mumbai Railway Project #2905,Mumbai,Railway,409.1,55.4,57,81.7,8,11,41.1,40.5,472,0.081,157.2,0,12,,
2906,Pune Railway Project #2906,Pune,Railway,57.7,57.4,92,97.1,2,15,90.5,34.7,83,0.463,83.8,0,1,,
2907,Nagpur Railway Project #2907,Nagpur,Railway,58.8,93.4,100,15.0,1,1,21.9,28.0,576,0.397,106.1,0,9,,
2908,Mumbai Metro Project #2908,Mumbai,Metro,487.5,12.8,10,63.3,4,0,41.4,23.5,326,0.752,152.1,0,3,,
2909,Mumbai Metro Project #2909,Mumbai,Metro,513.9,79.6,54,71.3,0,3,54.5,56.1,11,0.501,144.2,0,14,,
2910,Aurangabad Highway Project #2910,Aurangabad,Highway,71.4,14.7,18,98.7,4,1,13.0,88.5,763,0.35,108.2,0,5,,
2911,Mumbai Irrigation Project #2911,Mumbai,Irrigation,702.6,13.4,91,94.8,9,0,34.1,63.1,381,0.706,135.5,0,8,,
2912,Mumbai Highway Project #2912,Mumbai,Highway,329.3,48.7,38,74.1,3,0,63.6,88.5,779,0.474,160.4,0,1,,
2913,Mumbai Irrigation Project #2913,Mumbai,Irrigation,581.9,15.7,84,57.0,11,14,39.2,96.4,478,0.257,149.0,0,6,,
2914,Aurangabad Highway Project #2914,Aurangabad,Highway,335.9,81.0,89,24.5,5,1,88.3,44.5,19,0.89,110.5,1,47,,
2915,Nagpur Metro Project #2915,Nagpur,Metro,208.8,57.7,85,44.6,11,5,94.3,85.2,597,0.113,111.7,1,27,,
2916,Nagpur Highway Project #2916,Nagpur,Highway,436.8,12.6,69,62.7,4,1,49.7,14.7,432,0.018,117.2,0,1,,
2917,Mumbai Irrigation Project #2917,Mumbai,Irrigation,270.7,13.6,10,75.3,8,12,57.9,53.3,267,0.144,151.2,0,0,,
2918,Aurangabad Railway Project #2918,Aurangabad,Railway,558.1,65.1,13,67.2,4,14,66.8,43.1,642,0.164,103.9,0,8,,
2919,Nagpur Irrigation Project #2919,Nagpur,Irrigation,238.9,82.6,59,74.3,12,12,69.8,28.4,736,0.538,117.8,0,5,,
2920,Nagpur Railway Project #2920,Nagpur,Railway,533.0,49.4,35,48.6,7,11,15.7,49.5,485,0.625,133.9,1,72,,
2921,Nagpur Metro Project #2921,Nagpur,Metro,199.5,59.9,103,75.5,11,11,14.8,49.9,254,0.449,102.5,1,23,,
2922,Aurangabad Irrigation Project #2922,Aurangabad,Irrigation,687.4,82.0,40,22.9,12,15,87.9,82.8,346,0.204,111.8,1,146,,
2923,Aurangabad Highway Project #2923,Aurangabad,Highway,766.2,64.9,1,24.6,1,10,29.8,88.2,701,0.132,102.1,0,9,,
2924,Mumbai Irrigation Project #2924,Mumbai,Irrigation,154.9,30.2,56,24.7,2,12,62.6,69.1,497,0.492,163.4,0,3,,
2925,Nashik Railway Project #2925,Nashik,Railway,494.4,65.2,106,90.2,2,1,66.2,67.0,82,0.565,68.2,0,3,,
2926,Nagpur Metro Project #2926,Nagpur,Metro,117.3,66.5,59,16.8,2,7,24.8,19.9,730,0.304,109.5,0,11,,
2927,Nashik Highway Project #2927,Nashik,Highway,618.3,76.1,19,82.1,5,15,78.5,61.8,762,0.22,67.8,0,6,,
2928,Aurangabad Irrigation Project #2928,Aurangabad,Irrigation,301.2,65.9,21,31.0,6,4,87.9,34.7,694,0.081,113.5,1,178,,
2929,Aurangabad Railway Project #2929,Aurangabad,Railway,551.2,97.2,102,52.2,6,13,35.7,36.5,14,0.026,137.8,0,3,,
2930,Aurangabad Highway Project #2930,Aurangabad,Highway,541.6,27.8,3,92.4,11,14,89.0,18.5,471,0.106,88.9,0,4,,
2931,Nashik Metro Project #2931,Nashik,Metro,928.1,95.6,55,62.7,6,7,17.3,67.2,375,0.742,58.0,0,10,,
2932,Aurangabad Highway Project #2932,Aurangabad,Highway,571.6,58.5,92,28.9,11,15,82.0,62.5,504,0.344,123.1,1,168,,
2933,Mumbai Metro Project #2933,Mumbai,Metro,603.8,70.5,109,35.6,2,11,67.6,29.8,226,0.027,134.9,0,11,,
2934,Aurangabad Highway Project #2934,Aurangabad,Highway,431.6,19.0,57,92.8,0,13,62.5,33.7,223,0.508,110.1,0,8,,
2935,Pune Irrigation Project #2935,Pune,Irrigation,951.6,44.3,87,48.4,5,11,30.7,79.6,334,0.536,85.2,1,120,,
2936,Nashik Railway Project #2936,Nashik,Railway,788.3,79.2,64,62.8,2,13,42.6,81.4,319,0.429,63.6,0,14,,
2937,Pune Irrigation Project #2937,Pune,Irrigation,321.1,73.6,87,51.4,12,7,91.9,54.4,47,0.111,88.3,0,1,,
2938,Aurangabad Irrigation Project #2938,Aurangabad,Irrigation,852.0,13.6,57,44.1,2,11,51.9,23.4,70,0.755,106.7,0,12,,
2939,Mumbai Metro Project #2939,Mumbai,Metro,460.8,59.2,29,30.1,2,1,63.5,15.0,104,0.689,160.6,0,1,,
2940,Nagpur Metro Project #2940,Nagpur,Metro,837.2,17.9,75,71.8,8,13,94.2,34.4,242,0.395,133.3,0,2,,
2941,Aurangabad Metro Project #2941,Aurangabad,Metro,831.7,99.6,18,74.6,11,6,52.0,75.8,798,0.381,114.3,0,12,,
2942,Mumbai Irrigation Project #2942,Mumbai,Irrigation,229.4,90.8,100,34.7,3,8,44.9,64.1,557,0.156,147.6,1,81,,
2943,Nashik Highway Project #2943,Nashik,Highway,716.1,11.9,61,81.0,4,11,90.4,74.6,522,0.754,72.6,0,14,,
2944,Pune Highway Project #2944,Pune,Highway,326.1,87.3,103,86.9,2,7,92.0,52.5,159,0.6,98.1,0,14,,
2945,Pune Irrigation Project #2945,Pune,Irrigation,332.6,92.7,106,92.9,9,12,41.9,77.9,480,0.086,100.0,0,6,,
2946,Pune Irrigation Project #2946,Pune,Irrigation,331.5,41.8,117,24.5,12,8,63.3,53.3,224,0.378,93.7,1,16,,
2947,Nashik Railway Project #2947,Nashik,Railway,739.3,74.8,67,37.4,11,12,96.7,17.6,408,0.904,85.3,1,89,,
2948,Mumbai Metro Project #2948,Mumbai,Metro,268.3,49.8,78,87.4,0,7,15.0,17.2,567,0.452,143.8,0,3,,
2949,Nashik Metro Project #2949,Nashik,Metro,50.9,69.0,83,27.9,11,3,13.6,84.8,586,0.325,81.4,1,73,,
2950,Pune Irrigation Project #2950,Pune,Irrigation,729.5,40.6,43,10.3,3,15,56.5,66.7,15,0.644,97.0,1,61,,
2951,Aurangabad Irrigation Project #2951,Aurangabad,Irrigation,212.6,39.0,83,88.4,0,9,36.2,35.1,90,0.203,103.9,0,9,,
2952,Nagpur Highway Project #2952,Nagpur,Highway,149.3,48.2,117,39.4,10,6,62.4,78.1,198,0.524,122.3,1,176,,
2953,Nashik Irrigation Project #2953,Nashik,Irrigation,275.6,23.1,118,47.3,10,14,75.2,22.2,672,0.67,73.0,1,141,,
2954,Nashik Highway Project #2954,Nashik,Highway,410.9,84.8,60,50.2,6,8,16.2,68.1,669,0.855,68.6,1,142,,
2955,Mumbai Irrigation Project #2955,Mumbai,Irrigation,502.1,41.4,20,86.3,6,8,89.4,99.1,37,0.693,148.5,0,6,,
2956,Mumbai Railway Project #2956,Mumbai,Railway,92.3,46.0,9,40.4,3,3,34.9,23.5,686,0.384,134.8,1,47,,
2957,Nashik Railway Project #2957,Nashik,Railway,972.0,90.5,29,90.3,4,14,44.3,22.8,144,0.768,63.1,0,6,,
2958,Pune Highway Project #2958,Pune,Highway,730.3,54.7,23,65.5,9,6,40.3,52.1,775,0.898,87.6,0,12,,
2959,Nagpur Metro Project #2959,Nagpur,Metro,357.0,59.0,47,57.5,6,5,85.6,67.8,314,0.478,114.3,0,10,,
2960,Mumbai Railway Project #2960,Mumbai,Railway,352.8,96.1,54,39.3,12,11,25.4,12.4,504,0.005,141.4,1,115,,
2961,Pune Highway Project #2961,Pune,Highway,476.1,89.8,103,31.9,5,11,12.6,55.0,733,0.881,100.6,1,19,,
2962,Aurangabad Irrigation Project #2962,Aurangabad,Irrigation,644.9,25.3,51,66.2,12,14,97.5,17.5,289,0.165,109.0,0,10,,
2963,Mumbai Irrigation Project #2963,Mumbai,Irrigation,189.1,52.6,103,50.2,3,2,98.3,31.7,89,0.126,171.7,0,7,,
2964,Pune Highway Project #2964,Pune,Highway,229.5,97.4,37,91.9,3,9,33.2,74.1,790,0.308,92.2,0,5,,
2965,Pune Metro Project #2965,Pune,Metro,866.5,43.5,66,54.2,1,5,10.8,76.5,400,0.38,100.4,0,14,,
2966,Nagpur Highway Project #2966,Nagpur,Highway,293.4,43.4,92,56.1,9,7,68.1,75.7,24,0.799,117.9,0,5,,
2967,Nagpur Highway Project #2967,Nagpur,Highway,411.2,27.6,7,47.5,1,1,68.4,15.9,608,0.389,113.4,0,14,,
2968,Aurangabad Railway Project #2968,Aurangabad,Railway,877.7,20.3,28,81.0,11,14,94.6,80.8,232,0.049,112.6,0,9,,
2969,Pune Highway Project #2969,Pune,Highway,680.0,76.6,118,48.2,3,11,36.9,48.9,612,0.636,103.0,1,151,,
2970,Pune Highway Project #2970,Pune,Highway,374.6,79.3,9,34.2,4,2,27.1,52.8,275,0.671,89.1,1,123,,
2971,Nagpur Irrigation Project #2971,Nagpur,Irrigation,699.5,97.2,68,87.6,3,7,65.5,47.8,329,0.814,124.5,0,8,,
2972,Mumbai Railway Project #2972,Mumbai,Railway,68.7,79.6,74,63.7,2,15,60.7,87.1,115,0.399,152.6,0,12,,
2973,Mumbai Irrigation Project #2973,Mumbai,Irrigation,748.9,31.9,67,63.2,10,14,74.6,71.2,262,0.086,149.0,0,14,,
2974,Nashik Irrigation Project #2974,Nashik,Irrigation,512.7,13.6,48,65.0,1,3,89.7,55.0,208,0.553,69.5,0,14,,
2975,Nagpur Metro Project #2975,Nagpur,Metro,822.5,98.7,57,74.7,3,3,60.4,85.1,65,0.121,110.0,0,9,,
2976,Nashik Metro Project #2976,Nashik,Metro,956.9,40.6,34,38.2,10,1,23.5,82.5,416,0.017,69.9,1,46,,
2977,Nagpur Railway Project #2977,Nagpur,Railway,929.5,38.1,49,13.0,4,14,63.8,10.5,447,0.779,126.5,1,122,,
2978,Aurangabad Railway Project #2978,Aurangabad,Railway,913.8,91.5,39,83.0,0,10,43.7,53.1,760,0.403,113.0,0,13,,
2979,Pune Metro Project #2979,Pune,Metro,536.6,62.7,119,21.6,12,9,50.7,13.8,466,0.525,91.8,1,107,,
2980,Aurangabad Metro Project #2980,Aurangabad,Metro,392.1,29.3,11,75.0,0,11,96.4,37.6,486,0.663,117.3,0,8,,
2981,Nagpur Metro Project #2981,Nagpur,Metro,491.8,90.0,84,17.4,5,12,59.9,82.3,356,0.401,121.9,1,25,,
2982,Pune Metro Project #2982,Pune,Metro,705.4,99.4,15,43.8,4,0,23.5,95.0,495,0.051,90.1,1,42,,
2983,Mumbai Metro Project #2983,Mumbai,Metro,889.8,17.8,77,15.7,10,6,49.9,31.8,372,0.253,157.4,1,102,,
2984,Mumbai Irrigation Project #2984,Mumbai,Irrigation,246.6,87.6,84,57.0,3,13,30.6,11.9,739,0.194,151.4,0,10,,
2985,Nashik Railway Project #2985,Nashik,Railway,922.3,45.1,47,68.8,0,3,22.2,46.2,221,0.977,67.6,0,8,,
2986,Nagpur Irrigation Project #2986,Nagpur,Irrigation,824.4,57.2,90,25.4,11,5,74.1,40.2,710,0.74,124.7,1,54,,
2987,Nagpur Irrigation Project #2987,Nagpur,Irrigation,979.9,92.3,99,43.4,6,7,66.6,70.9,623,0.452,119.6,1,130,,
2988,Mumbai Highway Project #2988,Mumbai,Highway,886.2,97.6,0,93.7,3,10,54.8,54.6,446,0.063,147.2,0,8,,
2989,Aurangabad Irrigation Project #2989,Aurangabad,Irrigation,315.9,33.6,64,49.8,2,6,48.1,45.9,152,0.116,111.6,0,4,,
2990,Pune Metro Project #2990,Pune,Metro,150.7,29.2,21,82.2,6,12,39.0,30.7,294,0.813,91.7,0,5,,
2991,Aurangabad Metro Project #2991,Aurangabad,Metro,156.6,17.2,14,93.4,1,13,17.9,84.6,79,0.945,99.0,0,5,,
2992,Aurangabad Highway Project #2992,Aurangabad,Highway,326.7,60.6,115,97.7,9,6,36.9,32.4,586,0.031,113.3,0,4,,
2993,Mumbai Highway Project #2993,Mumbai,Highway,633.5,11.2,83,90.8,0,5,85.5,14.9,719,0.91,168.5,0,9,,
2994,Mumbai Highway Project #2994,Mumbai,Highway,814.1,47.1,66,38.6,10,10,80.5,60.8,537,0.381,140.2,1,93,,
2995,Mumbai Highway Project #2995,Mumbai,Highway,904.3,16.6,13,96.6,3,3,97.5,38.6,319,0.214,145.0,0,4,,
2996,Nashik Highway Project #2996,Nashik,Highway,642.6,46.5,72,83.1,12,3,69.0,74.1,272,0.102,97.8,0,2,,
2997,Aurangabad Irrigation Project #2997,Aurangabad,Irrigation,55.3,13.6,18,85.3,7,8,59.8,17.3,69,0.772,101.8,0,5,,
2998,Nagpur Highway Project #2998,Nagpur,Highway,227.0,85.2,39,11.4,12,10,36.6,97.0,531,0.469,132.9,1,144,,
2999,Pune Irrigation Project #2999,Pune,Irrigation,144.7,28.9,97,95.9,5,4,16.9,26.8,318,0.832,87.7,1,108,,
3000,Nashik Railway Project #3000,Nashik,Railway,395.2,39.5,3,80.0,8,8,65.6,42.1,529,0.226,70.6,0,10,,
3001,Nagpur Highway Project #3001,Nagpur,Highway,526.3,88.3,32,79.1,0,14,53.9,53.3,391,0.679,118.7,0,3,,
3002,Aurangabad Highway Project #3002,Aurangabad,Highway,91.2,77.2,42,17.3,0,10,78.3,90.1,350,0.118,114.3,0,9,,
3003,Mumbai Irrigation Project #3003,Mumbai,Irrigation,381.1,29.7,36,30.9,10,11,47.1,75.0,611,0.09,134.2,1,39,,
3004,Aurangabad Railway Project #3004,Aurangabad,Railway,220.2,16.5,65,96.6,4,8,98.7,23.0,558,0.133,111.9,0,9,,
3005,Pune Irrigation Project #3005,Pune,Irrigation,664.7,74.4,26,55.1,5,3,45.8,49.5,93,0.809,86.0,0,0,,
3006,Nashik Irrigation Project #3006,Nashik,Irrigation,491.1,45.2,44,45.8,7,1,40.0,58.9,243,0.656,51.4,1,83,,
3007,Nashik Highway Project #3007,Nashik,Highway,520.6,78.9,80,85.6,2,1,88.4,73.2,771,0.166,81.2,0,1,,
3008,Pune Metro Project #3008,Pune,Metro,456.3,50.1,112,17.9,5,8,45.6,61.5,249,0.385,68.9,1,20,,
3009,Nagpur Metro Project #3009,Nagpur,Metro,958.2,41.1,49,47.5,2,8,88.4,51.2,113,0.764,141.5,0,2,,
3010,Nagpur Irrigation Project #3010,Nagpur,Irrigation,254.0,50.6,116,43.8,7,2,12.5,78.9,732,0.286,126.2,1,32,,
3011,Nashik Highway Project #3011,Nashik,Highway,540.8,77.4,94,41.5,11,14,72.3,44.0,234,0.921,56.4,1,130,,
3012,Nashik Railway Project #3012,Nashik,Railway,749.2,91.2,62,37.7,10,4,16.5,98.8,288,0.915,83.4,1,116,,
3013,Mumbai Metro Project #3013,Mumbai,Metro,579.0,14.5,104,28.9,10,4,23.3,95.3,402,0.553,142.5,1,50,,
3014,Nagpur Railway Project #3014,Nagpur,Railway,932.6,57.2,5,25.6,3,1,73.0,73.7,687,0.632,113.0,1,90,,
3015,Pune Metro Project #3015,Pune,Metro,409.1,13.0,115,67.6,1,15,36.1,89.4,438,0.653,72.0,1,102,,
3016,Nagpur Highway Project #3016,Nagpur,Highway,490.5,52.2,94,92.7,11,1,28.9,45.4,411,0.258,111.4,0,8,,
3017,Mumbai Irrigation Project #3017,Mumbai,Irrigation,134.1,89.7,66,55.8,8,9,82.1,62.3,55,0.365,142.5,0,4,,
3018,Nashik Railway Project #3018,Nashik,Railway,628.5,42.5,103,36.8,9,11,95.2,34.5,523,0.136,78.2,1,53,,
3019,Nashik Railway Project #3019,Nashik,Railway,323.8,93.9,66,24.3,12,12,30.9,89.7,185,0.925,81.7,1,144,,
3020,Mumbai Irrigation Project #3020,Mumbai,Irrigation,202.3,66.8,96,84.7,7,0,38.5,52.4,794,0.724,137.6,0,9,,
3021,Pune Railway Project #3021,Pune,Railway,567.3,94.1,115,97.4,5,1,74.3,58.3,639,0.046,92.7,0,11,,
3022,Nashik Metro Project #3022,Nashik,Metro,555.7,78.1,58,41.4,2,13,83.4,87.8,793,0.549,51.6,0,9,,
3023,Aurangabad Irrigation Project #3023,Aurangabad,Irrigation,122.1,19.3,12,36.2,1,15,99.9,81.8,375,0.343,112.7,0,9,,
3024,Nashik Metro Project #3024,Nashik,Metro,713.3,30.8,20,64.1,12,10,34.6,39.0,182,0.815,91.6,0,14,,
3025,Aurangabad Metro Project #3025,Aurangabad,Metro,642.6,45.5,63,79.8,3,6,60.1,17.9,313,0.344,92.2,0,9,,
3026,Mumbai Highway Project #3026,Mumbai,Highway,229.6,25.3,36,51.0,3,0,22.1,24.6,161,0.644,139.9,0,11,,
3027,Mumbai Metro Project #3027,Mumbai,Metro,496.0,54.5,79,66.7,0,14,39.8,40.5,360,0.166,157.3,0,8,,
3028,Nashik Highway Project #3028,Nashik,Highway,734.3,52.4,84,74.5,8,0,14.0,37.5,714,0.559,78.5,0,13,,
3029,Nagpur Railway Project #3029,Nagpur,Railway,553.0,96.1,119,96.5,9,8,29.0,13.4,101,0.294,110.6,0,2,,
3030,Aurangabad Railway Project #3030,Aurangabad,Railway,425.7,49.0,47,24.9,7,12,55.6,48.9,170,0.165,124.7,1,150,,
3031,Pune Highway Project #3031,Pune,Highway,356.2,80.7,55,99.8,6,15,24.7,19.5,115,0.619,81.8,1,57,,
3032,Nashik Metro Project #3032,Nashik,Metro,629.9,94.8,43,45.3,5,1,90.0,29.9,750,0.639,86.7,1,77,,
3033,Pune Irrigation Project #3033,Pune,Irrigation,942.2,88.9,12,75.1,2,10,73.9,80.9,112,0.983,94.7,0,0,,
3034,Nashik Irrigation Project #3034,Nashik,Irrigation,688.2,28.8,3,61.5,3,15,12.5,54.5,141,0.669,82.7,0,0,,
3035,Nagpur Highway Project #3035,Nagpur,Highway,121.0,54.6,94,53.8,1,14,88.9,43.6,778,0.516,123.7,0,12,,
3036,Nagpur Railway Project #3036,Nagpur,Railway,487.7,41.3,72,72.8,6,3,98.0,26.7,298,0.913,126.6,0,14,,
3037,Nagpur Railway Project #3037,Nagpur,Railway,896.3,46.0,111,45.6,1,10,55.2,88.0,467,0.828,127.1,0,10,,
